gene,ensembl_exon_id,isoform_type,variant_count_clinvar,variant_count_gnomad,fisher_p,fdr,odds_ratio,avg_rank_score
CTCF,ENSE00003821376,canonical,13,3,7.019798626078964e-6,0.0035252352494107415,15.192325087080201,442
SCN2A,ENSE00001952525,canonical,34,7,5.125086743112085e-7,3.693316885122577e-4,6.77443144428574,443
MMAB,ENSE00002202468,non_canonical,12,18,6.8855212433507035e-6,0.00346989342741401,14.040772554387313,446
KIF1A,ENSE00003836543,non_canonical,6,20,2.03831342835892e-5,0.008795688607457667,19.356774860612724,446
CACNA1A,ENSE00002752813,non_canonical,11,5,4.051204626912345e-6,0.002162548034307391,11.964451222106618,450
GUCY2C,ENSE00000722294,canonical,4,17,1.3330515462066595e-4,0.042695271155583824,37.25541333710898,451
NSD1,ENSE00003933997,non_canonical,14,11,2.085103697133623e-6,0.0012842723955417852,7.975960615066764,451
SCN8A,ENSE00003797682,non_canonical,36,14,2.7747086710274375e-7,2.1047917717324815e-4,5.142431700534902,451
SMS,ENSE00003461012,non_canonical,5,2,1.1510755955479198e-4,0.03779067707506493,34.60755319251493,453
APC,ENSE00003730803,non_canonical,5,18,3.730470952159255e-5,0.014893672767918475,21.88269962291039,453
SGCA,ENSE00002045453,non_canonical,17,21,2.8803110351503357e-6,0.0016539067273430774,8.722822221507418,454
TSC2,ENSE00003819515,non_canonical,15,17,1.0748030635341998e-6,7.009418151040435e-4,6.971599291494021,455
STIM1,ENSE00003975148,non_canonical,5,13,6.677957664143586e-5,0.0239421394094533,26.844308497662023,455
HCN1,ENSE00003790877,non_canonical,13,14,3.1199589556540298e-6,0.0017703556078801116,8.798585209403347,455.5
PKD1,ENSE00001865714,non_canonical,19,56,3.1373156703826176e-7,2.3428595628250548e-4,5.027053461913125,456
GRIN2A,ENSE00001862908,non_canonical,8,16,7.359357978968143e-6,0.003657524784257729,12.81360804998557,460
HRAS,ENSE00001868274,non_canonical,8,2,4.8968841332088e-5,0.01852423148207309,22.28237264450078,463.5
GNB2,ENSE00001847493,non_canonical,7,4,1.001902385203807e-4,0.033896991801002134,28.41383895073696,466
SMAD4,ENSE00003931461,non_canonical,11,8,1.088433763652239e-5,0.00517731660243915,12.503418336144824,469
COL6A2,ENSE00003569914,non_canonical,5,2,9.240330679053134e-5,0.031633756289308576,27.320076321640485,469.5
GRIN2A,ENSE00003901559,non_canonical,5,5,5.57192752055536e-5,0.020697556643172226,21.98205528564794,471
ABCC6,ENSE00002655440,non_canonical,12,30,3.6257060648445014e-6,0.001979402037908498,7.703835204063101,472
ZMIZ1,ENSE00003530054,non_canonical,4,15,1.3130882878262064e-4,0.04214954914466095,31.569992984963818,472
TBX5,ENSE00003664921,non_canonical,8,12,1.7869945122627175e-5,0.007828393862276252,14.580902707149873,474
BEST1,ENSE00003573083,non_canonical,37,28,8.18413218953968e-7,5.51193654243825e-4,4.138460801426953,480
CSNK2A1,ENSE00003827204,non_canonical,6,1,1.5217924847028935e-4,0.047474325853414275,31.930794362524747,483
BRCA1,ENSE00004011557,non_canonical,20,18,2.194913645361501e-6,0.0013347945947891015,5.243826367332861,484
CDH2,ENSE00003900152,non_canonical,6,16,4.1291417651725204e-5,0.01612793537097615,17.43761591199464,487
ATRX,ENSE00003900993,non_canonical,7,3,4.208684399776245e-5,0.016350001522548542,17.432407905095953,489
RYR2,ENSE00004022547,non_canonical,40,113,9.841713266115696e-7,6.476970812353685e-4,3.424547260329951,489
PAK1,ENSE00002147596,non_canonical,11,5,2.6959803275715025e-5,0.011230160597453697,13.818917766909452,490
HDAC8,ENSE00003835578,non_canonical,7,1,1.382836674627098e-4,0.04370703978157451,28.19849580657173,491.5
DDX3X,ENSE00003830261,non_canonical,12,2,3.8128098292350846e-5,0.015076568796870492,15.287439847768173,494
CDK13,ENSE00003830048,non_canonical,6,8,3.81033635097478e-5,0.015076568796870492,15.283953328747975,495
TP53,ENSE00004023721,non_canonical,40,19,2.3023505868336484e-6,0.001388413736521227,4.245857936613893,495
DNM1L,ENSE00003988663,non_canonical,7,2,8.535341731200671e-5,0.029571471098383633,21.214950944317398,496
SOX9,ENSE00000855030,canonical,21,31,4.020433995221988e-6,0.002154100707915835,5.698313176070297,497.5
FGFR1,ENSE00001828369,non_canonical,12,8,1.1801536187051496e-5,0.005515447245840837,8.367622258377375,497.5
FH,ENSE00003919707,non_canonical,26,13,3.7150328137775215e-6,0.002020515223967218,5.571858774941148,498
MAP2K1,ENSE00003924647,non_canonical,6,4,1.2413300578641067e-4,0.04020430949433261,25.209820740851654,499
CFAP410,ENSE00001844561,non_canonical,7,43,1.5587789456211754e-4,0.048418563167142915,26.688888910299887,506
CHD3,ENSE00003917434,non_canonical,6,4,6.306891941247091e-5,0.022954379162023218,17.338911536921067,506
BTD,ENSE00001719084,non_canonical,71,165,6.628146241223515e-6,0.003351911695820426,6.255082039871065,506
TSC1,ENSE00003825575,canonical,6,28,6.380204670626602e-5,0.023046610490310784,17.398511335424946,507
F8,ENSE00001591329,canonical,15,5,1.5907707415347074e-5,0.007131347889193607,8.084041079927356,508.5
KMT2D,ENSE00003917668,non_canonical,9,31,1.6553812393010575e-5,0.00731856232750747,8.093312548593861,512
CACNA1A,ENSE00003798066,non_canonical,9,4,3.2017380487740593e-5,0.012962272465046597,11.989203632473597,513
ALG1,ENSE00003916474,non_canonical,10,22,2.791402093218429e-5,0.011560816364634843,10.121197674654935,515
KCNQ2,ENSE00003762883,non_canonical,30,30,4.006637210065694e-6,0.002154100707915835,3.717829500466863,517.5
SCN1A,ENSE00003813361,canonical,209,87,3.3599211317382344e-6,0.0018769587323799865,2.045904482074483,517.5
LZTR1,ENSE00001813266,non_canonical,8,16,2.9833507488586707e-5,0.012180776016451945,10.415629245892779,518
GRIA2,ENSE00003989834,non_canonical,10,5,3.417145824970299e-5,0.013757066377527773,11.137005853751221,518
PUF60,ENSE00002192916,non_canonical,8,11,7.773532299179905e-5,0.02739305353750372,16.594553172482158,519
KMT2D,ENSE00003916437,non_canonical,10,40,1.6043678532203933e-5,0.007158907912727419,7.105451217840668,522
FGFR1,ENSE00003917881,non_canonical,25,39,5.911865053331608e-6,0.0030430691947911596,4.147973283835317,523
CSNK2A1,ENSE00003705113,non_canonical,10,6,4.0510620498937466e-5,0.01586596250176728,10.3382799565152,529
TGM1,ENSE00000654401,canonical,12,16,2.2518839500638426e-5,0.009602286333457144,7.102794173452805,535
PPP2R1A,ENSE00001832412,non_canonical,6,9,1.3987057839654136e-4,0.04411187495089347,19.73908537781809,535
DYNC1H1,ENSE00003819761,non_canonical,7,7,5.274477677652105e-5,0.019643272461161886,11.952169962847329,536
RET,ENSE00003917679,non_canonical,14,57,2.193826721809637e-5,0.00938248260932515,6.580527713637726,540
NLRP3,ENSE00001857196,non_canonical,51,153,1.2095468777241387e-5,0.005605413596326268,4.813311912364195,541
DHCR7,ENSE00003920406,non_canonical,18,13,1.6373230977308488e-5,0.0072609989571278165,5.181128952011849,546
FLNA,ENSE00001451045,non_canonical,6,23,1.1144690264028086e-4,0.03692835574995748,14.6317154706319,549.5
CDK13,ENSE00003816207,non_canonical,5,6,1.345296229187163e-4,0.04299190900755171,16.439893162765866,551
COL1A1,ENSE00003458516,canonical,13,1,1.4796862576705322e-4,0.04646247086258841,17.470677258786786,552
CBS,ENSE00001842478,non_canonical,12,2,1.0099300930334474e-4,0.03408857014487861,13.049166651808045,555
F8,ENSE00003821033,non_canonical,14,5,4.440538386050676e-5,0.017158216513842514,7.499862309315879,556
SCN8A,ENSE00002329545,non_canonical,22,7,3.146147777092177e-5,0.012773094103351104,5.733716094121755,560
CAPN3,ENSE00003791946,non_canonical,15,21,2.5333253818823103e-5,0.0106449150820569,5.12244133738884,561
IGHMBP2,ENSE00003904030,non_canonical,8,29,7.313517917907365e-5,0.02596244820084322,8.850417560275412,563
SERPING1,ENSE00001562975,non_canonical,34,26,1.861918449571827e-5,0.008131900617619354,3.688350678768223,564
DYNC1H1,ENSE00003831225,non_canonical,7,8,9.234013673091886e-5,0.031633756289308576,10.446775671894805,564.5
AIRE,ENSE00003484440,non_canonical,8,20,8.281586067422075e-5,0.02883092162172322,9.277595546434073,568
SLC4A11,ENSE00003532783,non_canonical,6,18,1.1803045901075277e-4,0.038476527554746336,12.927089515364255,568
ABCC8,ENSE00002144082,non_canonical,10,10,6.597117461953557e-5,0.0237112904847626,7.206151598503653,575
EDA,ENSE00001463806,canonical,20,4,8.170947733473374e-5,0.02858383941704653,7.82665542192189,577.5
IDUA,ENSE00002059526,non_canonical,9,9,1.0945648142017406e-4,0.036517671985290344,8.104867373896727,587
CHD4,ENSE00003827001,non_canonical,10,14,9.426265107934681e-5,0.03211771421303314,7.024354881474529,597
AR,ENSE00001464369,non_canonical,13,4,1.3825865090272003e-4,0.04370703978157451,7.679672518935764,614.5
PLA2G6,ENSE00001860070,non_canonical,11,16,1.1428632151233471e-4,0.037606722969425264,5.978632559349669,618
LDLR,ENSE00002549195,non_canonical,43,18,7.027797247248067e-5,0.02500976132973141,3.098319031225692,621
ARID1B,ENSE00003795667,non_canonical,10,163,1.4951013793439985e-4,0.046742836551130686,6.955454869745036,630
RUNX1,ENSE00001537135,non_canonical,11,27,1.490736100776577e-4,0.04670767869491863,6.592317027898633,631
GLDC,ENSE00001899611,non_canonical,15,21,1.1081582819843604e-4,0.036885803396665105,4.2969798297800725,631
ATM,ENSE00003922119,non_canonical,10,57,1.3744366966549656e-4,0.04363291581030622,5.677368384432622,635
LDLR,ENSE00002572374,non_canonical,53,26,9.530256165844004e-5,0.03239545354751412,2.685982597018378,637
GDAP1,ENSE00003902268,non_canonical,13,19,1.4129376707124215e-4,0.04446342088794087,5.444350444705749,641
ACVRL1,ENSE00004020483,non_canonical,60,18,1.1145610989773952e-4,0.03692835574995748,3.1384712636692527,642.5
AR,ENSE00003900493,non_canonical,26,19,1.3071916884822572e-4,0.04205393225131301,3.4740105489044755,650
